reaction,adsorbate,DFT,MLIP,classification
Ni8O16_H2O(g) - H2(g) + * -> O*,O,4.480876070000008,3.896312903993163,normal
Ni8O16_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.0972767400000123,0.5317328828963035,unphysical_relaxation
Ni6O12_H2O(g) - H2(g) + * -> O*,O,4.0941954200000055,3.591572078932188,normal
Ni6O12_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.6035417900000084,0.8002410766304706,normal
O16Os8_H2O(g) - H2(g) + * -> O*,O,0.3907408999999973,-0.40529245262778346,normal
O16Os8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.6594035900000108,-1.7602424396212122,normal
O12Os6_H2O(g) - H2(g) + * -> O*,O,0.6367953199999761,-0.20037092187172334,normal
O12Os6_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.36301788000002944,-1.566366712262493,normal
O16Pb8_H2O(g) - H2(g) + * -> O*,O,5.109737129999985,4.142358732408169,normal
O16Pb8_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.0040039300000103,0.9347433994579681,normal
O12Pb6_H2O(g) - H2(g) + * -> O*,O,4.810528070000004,4.115463342672314,normal
O12Pb6_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.9783995800000014,0.9414432294395425,normal
O16Pd8_H2O(g) - H2(g) + * -> O*,O,4.116144020000007,2.8878334897423485,normal
O16Pd8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.8814808300000152,-0.1925606035809011,normal
O12Pd6_H2O(g) - H2(g) + * -> O*,O,3.5204086000000103,2.7412709000237285,normal
O12Pd6_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.2362825600000065,-0.023025063489146902,normal
O16Pt8_H2O(g) - H2(g) + * -> O*,O,2.7252547499999764,1.9128164752539867,normal
O16Pt8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.5042582600000003,-0.6289669711956698,normal
O12Pt6_H2O(g) - H2(g) + * -> O*,O,2.594336840000011,1.8574968327383772,normal
O12Pt6_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.40920365000000913,-0.6751522303236186,normal
O16Re8_H2O(g) - H2(g) + * -> O*,O,-0.4969995900000015,-1.1338614418296515,normal
O16Re8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.2456720500000245,-2.2532394318603792,normal
O12Re6_H2O(g) - H2(g) + * -> O*,O,0.09213249999999107,-0.9379620942823763,normal
O12Re6_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.5968070200000284,-1.852089472027263,normal
O16Rh8_H2O(g) - H2(g) + * -> O*,O,2.541768879999978,1.76735618742606,normal
O16Rh8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.4624788099999648,-0.6135110253589744,normal
O12Rh6_H2O(g) - H2(g) + * -> O*,O,2.6952608900000143,1.922637675416098,normal
O12Rh6_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.6185678900000084,-0.5124107627644321,normal
O16Ru8_H2O(g) - H2(g) + * -> O*,O,1.625445419999977,0.7224631007631785,normal
O16Ru8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.16800036999998724,-1.0339232132354823,normal
O12Ru6_H2O(g) - H2(g) + * -> O*,O,1.8274376099999756,0.9258006782525854,normal
O12Ru6_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.4127437599999837,-0.8561406475400304,normal
O16Sn8_H2O(g) - H2(g) + * -> O*,O,4.433789279999985,3.6557642094306573,normal
O16Sn8_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.4002222199999892,0.34222815314780064,normal
O12Sn6_H2O(g) - H2(g) + * -> O*,O,4.526084319999995,3.8066076786636884,normal
O12Sn6_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.6606341699999945,0.5881415490565836,normal
O16Ta8_H2O(g) - H2(g) + * -> O*,O,-1.0716364600000077,-1.8188989513508034,normal
O16Ta8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.8457094800000107,-2.8779879902900802,normal
O12Ta6_H2O(g) - H2(g) + * -> O*,O,-0.3860777400000188,-1.141109654372265,normal
O12Ta6_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.4648872700000197,-2.483025693093598,normal
O16Tc8_H2O(g) - H2(g) + * -> O*,O,0.5412371900000039,0.012404861371720699,normal
O16Tc8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.36355546999999433,-1.4275375484918982,normal
O12Tc6_H2O(g) - H2(g) + * -> O*,O,0.9260291299999892,0.11492995325249211,normal
O12Tc6_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.16733536999998933,-1.0702274376051832,normal
O16Ti8_H2O(g) - H2(g) + * -> O*,O,4.549364330000003,3.8048929751685705,normal
O16Ti8_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.720904179999991,0.640455958550362,normal
O12Ti6_H2O(g) - H2(g) + * -> O*,O,4.503489049999985,3.9394305733363737,normal
O12Ti6_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.8279682099999945,0.8695314461736814,normal
O16Tl8_H2O(g) - H2(g) + * -> O*,O,5.082935430000006,4.0361401634196525,normal
O16Tl8_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.4098369300000115,1.0396007932518039,adsorbate_migration
O12Tl6_H2O(g) - H2(g) + * -> O*,O,5.473931000000007,3.994230864455986,unphysical_relaxation
O12Tl6_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.08294810000001,0.9798895708448896,normal
O16V8_H2O(g) - H2(g) + * -> O*,O,1.958801550000004,1.4169090974640994,normal
O16V8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.19372555000001057,-0.41651412529361664,normal
O12V6_H2O(g) - H2(g) + * -> O*,O,2.18619111000001,1.288593177439651,normal
O12V6_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.7030296899999939,-0.5964223901934531,normal
O12W6_H2O(g) - H2(g) + * -> O*,O,-0.027322410000010677,-0.7343075761594093,normal
O12W6_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.8223370100000125,-2.100981114522586,normal
O16W8_H2O(g) - H2(g) + * -> O*,O,-0.7526936900000294,-1.2807366302553653,normal
O16W8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.4536935800000208,-2.5576048465114525,normal
O16Zn8_H2O(g) - H2(g) + * -> O*,O,4.817226870000013,4.1084638297775555,normal
O16Zn8_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.230525390000011,1.149690990815003,normal
O12Zn6_H2O(g) - H2(g) + * -> O*,O,4.757155339999997,3.849168306589643,normal
O12Zn6_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.573420529999993,1.1633295892154187,normal
O16Zr8_H2O(g) - H2(g) + * -> O*,O,4.644526559999974,3.744110224305871,normal
O16Zr8_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.7159347999999852,0.433114572446641,normal
O12Zr6_H2O(g) - H2(g) + * -> O*,O,4.577358619999984,3.7598444508828948,normal
O12Zr6_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.7708062300000051,0.5759930188246187,normal
Ag12O18_H2O(g) - H2(g) + * -> O*,O,4.699578740000007,3.903618014019777,normal
Ag12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.0584894400000024,0.924383422965775,normal
Au12O18_H2O(g) - H2(g) + * -> O*,O,4.330782670000005,3.4265979263009854,normal
Au12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.8421802500000126,0.6369348986670502,normal
Cd12O18_H2O(g) - H2(g) + * -> O*,O,4.44477246000001,3.668790968652175,normal
Cd12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.1329888600000118,1.0635622280502304,normal
Co12O18_H2O(g) - H2(g) + * -> O*,O,2.7621376600000076,2.2103636905595394,normal
Co12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.7621218399999918,-0.1751666312490272,normal
Cr12O18_H2O(g) - H2(g) + * -> O*,O,2.1963947200000007,1.1730799862303627,normal
Cr12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.684970050000004,-0.6322761865629083,normal
Cu12O18_H2O(g) - H2(g) + * -> O*,O,4.438691659999989,3.566245914408512,normal
Cu12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.8925867799999878,0.6665291143997649,normal
Fe12O18_H2O(g) - H2(g) + * -> O*,O,4.280780579999998,2.9697489615643633,normal
Fe12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.3946918299999993,-0.08650373573246384,normal
Ga12O18_H2O(g) - H2(g) + * -> O*,O,4.304232200000001,3.540992505273941,normal
Ga12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.6799711099999968,0.5699653400546083,normal
Hf12O18_H2O(g) - H2(g) + * -> O*,O,-2.2170061799999985,-2.4444501387567357,normal
Hf12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-2.7323724999999968,-3.4328683430061346,normal
Hg12O18_H2O(g) - H2(g) + * -> O*,O,4.921097810000006,4.039203071322831,normal
Hg12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.160839690000003,0.9516046671577669,normal
In12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.7646770199999935,0.6530009864066635,normal
In12O18_H2O(g) - H2(g) + * -> O*,O,4.128877860000017,3.4143139889557332,normal
Ir12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.4576025300000026,-1.5410763280123412,normal
Ir12O18_H2O(g) - H2(g) + * -> O*,O,1.122192659999996,0.16861043229445727,normal
La12O18_H2O(g) - H2(g) + * -> O*,O,4.328493899999984,2.1402137445625335,energy_anomaly
La12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.3737738699999795,-1.1076096620758165,energy_anomaly
Mn12O18_H2O(g) - H2(g) + * -> O*,O,3.4642642899999885,2.669043478452352,normal
Mn12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.3870310699999777,-0.1076854127248339,normal
Mo12O18_H2O(g) - H2(g) + * -> O*,O,-0.42826572000001306,-1.5489909500251997,unphysical_relaxation
Mo12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.9144637300000227,-2.139572911713941,unphysical_relaxation
Nb12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.2096175899999935,-2.5428595717984344,normal
Nb12O18_H2O(g) - H2(g) + * -> O*,O,-1.3403664199999525,-2.1268034010109673,normal
Ni12O18_H2O(g) - H2(g) + * -> O*,O,4.479703749999999,3.7093482962055475,normal
Ni12O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.7548626099999751,0.7422585258734671,normal
O18Os12_H2O(g) - H2(g) + * -> O*,O,-0.3598906100000079,-1.5353993129213848,unphysical_relaxation
O18Os12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.0434500599999978,-2.8279597762997817,unphysical_relaxation
O18Pd12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.9838424399999894,-0.16202073776446824,normal
O18Pd12_H2O(g) - H2(g) + * -> O*,O,3.6482599899999855,2.564430694846532,normal
O18Pt12_H2O(g) - H2(g) + * -> O*,O,3.032802629999992,1.9475480573628303,normal
O18Pt12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.7057685099999844,-0.5503039147437399,normal
O18Re12_H2O(g) - H2(g) + * -> O*,O,-0.6407349999999497,-1.6115144609410166,normal
O18Re12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.228741819999982,-2.4482314667597365,normal
O18Rh12_H2O(g) - H2(g) + * -> O*,O,2.1881089899999893,0.9621172984848485,normal
O18Rh12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.19431743999996343,-0.9985215521410886,normal
O18Ru12_H2O(g) - H2(g) + * -> O*,O,0.6144019299999854,-0.3302197494058987,unphysical_relaxation
O18Ru12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.37957944999999427,-1.6230325844470883,unphysical_relaxation
O18Sc12_H2O(g) - H2(g) + * -> O*,O,4.510558680000031,3.0551563721164356,adsorbate_migration
O18Sc12_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.6034874900000204,0.44182637165573624,normal
O18Ta12_H2O(g) - H2(g) + * -> O*,O,-1.8884112399999822,-2.693368252755363,normal
O18Ta12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.923207609999963,-3.072806135659505,normal
O18Tc12_H2O(g) - H2(g) + * -> O*,O,0.04311921999999413,-0.5705188269416013,unphysical_relaxation
O18Tc12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.6444628100000216,-1.7162116608958264,unphysical_relaxation
O18Ti12_H2O(g) - H2(g) + * -> O*,O,-0.7132847200000185,-1.7305588081999304,normal
O18Ti12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.063356099999993,-2.377492143616962,normal
O18Tl12_H2O(g) - H2(g) + * -> O*,O,4.463025929999986,3.7764785835862256,normal
O18Tl12_H2O(g) - 0.5H2(g) + * -> OH*,OH,2.0933311899999865,1.0338738747528282,normal
O18V12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.017007939999984956,-1.4704255381747657,normal
O18V12_H2O(g) - H2(g) + * -> O*,O,0.9747504599999957,-0.3083589671201139,normal
O18W12_H2O(g) - H2(g) + * -> O*,O,-1.3415555999999924,-1.8457204983411373,unphysical_relaxation
O18W12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.6869104599999787,-2.3012023411685334,unphysical_relaxation
O18Y12_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.3363815499999987,0.1632052312978054,normal
O18Y12_H2O(g) - H2(g) + * -> O*,O,4.3766078900000025,2.7128869144247005,adsorbate_migration
O18Zn12_H2O(g) - H2(g) + * -> O*,O,4.794566389999986,3.7491871686636884,normal
O18Zn12_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.9112189499999772,0.8277916323218619,normal
O18Zr12_H2O(g) - H2(g) + * -> O*,O,-2.06285151000003,-3.088113726093475,normal
O18Zr12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-2.187311790000024,-3.5010620224175995,normal
Au8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.4952997799999963,0.4278917323611324,normal
Au8O18_H2O(g) - H2(g) + * -> O*,O,4.0875425199999995,3.2721854110234005,normal
Co8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.3709691799999746,0.3030834739898687,normal
Co8O18_H2O(g) - H2(g) + * -> O*,O,3.548003469999969,2.756757404323821,normal
Co8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.7826373000000046,0.4414315188141842,normal
Co8O19_H2O(g) - H2(g) + * -> O*,O,3.9770838899999887,2.8763923910618416,normal
Cr8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.376989079999987,0.1418892945406185,normal
Cr8O18_H2O(g) - H2(g) + * -> O*,O,3.1847603699999922,2.202002095089995,normal
Cr8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.5167923099999712,0.31911484131589063,normal
Cr8O19_H2O(g) - H2(g) + * -> O*,O,3.2803973699999744,2.247408127150429,normal
Fe8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.564258489999986,0.43468310525031484,unphysical_relaxation
Fe8O18_H2O(g) - H2(g) + * -> O*,O,4.129885399999978,3.3977724165256333,unphysical_relaxation
Fe8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.606227969999992,0.6132515796306564,reproduction_failure
Fe8O19_H2O(g) - H2(g) + * -> O*,O,3.9153133099999877,3.4486865459903413,unphysical_relaxation
Ga8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.8992933600000015,0.7780448986491422,normal
Ga8O18_H2O(g) - H2(g) + * -> O*,O,4.4545226199999775,3.6721538344323505,normal
Ge8O18_H2O(g) - H2(g) + * -> O*,O,4.390905339999989,3.6285437401363865,normal
Hf8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.4159193099999925,0.303551884614933,normal
In8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.627310289999997,0.4516189430996853,unphysical_relaxation
In8O18_H2O(g) - H2(g) + * -> O*,O,4.130374969999991,3.311800385557369,normal
Ir8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.06200908000002414,-1.1189300841971317,normal
Ir8O18_H2O(g) - H2(g) + * -> O*,O,1.776928579999975,1.0277469340951413,normal
Ir8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.24359881000000883,-0.8920002056481735,normal
Ir8O19_H2O(g) - H2(g) + * -> O*,O,1.9891797299999894,1.2686411680133745,normal
Mn8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.3904358499999887,0.3155466126633826,normal
Mn8O18_H2O(g) - H2(g) + * -> O*,O,3.857908779999974,3.252167700276061,normal
Mn8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.401593599999984,0.3343139460801581,normal
Mn8O19_H2O(g) - H2(g) + * -> O*,O,3.796402229999984,3.286466902000484,normal
Mo8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.44290501000003246,-1.328366286084787,normal
Mo8O18_H2O(g) - H2(g) + * -> O*,O,-0.21868832000001248,-0.6237234488421848,normal
Mo8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.3700403500000107,-1.0876868737894938,normal
Mo8O19_H2O(g) - H2(g) + * -> O*,O,0.14624938999997994,-0.12465871062588008,normal
Nb8O18_H2O(g) - 0.5H2(g) + * -> OH*,OH,-1.1476626600000088,-2.3055545537600644,normal
Nb8O18_H2O(g) - H2(g) + * -> O*,O,-0.9054267500000037,-1.6817983292473642,normal
Nb8O19_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.2564070299999912,-1.1428668322567148,normal
Nb8O19_H2O(g) - H2(g) + * -> O*,O,3.246516989999975,2.228190395729257,normal
Ni8O18_H2O(g) - H2(g) + * -> O*,O,4.073440579999996,3.340092125841437,normal
O19Os8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.3332735399999933,-1.4369608362165138,normal
O19Os8_H2O(g) - H2(g) + * -> O*,O,0.8041538599999853,0.04314698047133447,normal
O18Os8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.39768399000001864,-1.5597776676465571,normal
O18Os8_H2O(g) - H2(g) + * -> O*,O,0.5371384699999737,-0.37991546231796747,normal
O19Pd8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.9859642799999904,-0.03975390368202625,normal
O19Pd8_H2O(g) - H2(g) + * -> O*,O,3.5185013900000115,2.7320146627324675,normal
O18Pd8_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.077498179999992,0.014660003477160899,normal
O18Pd8_H2O(g) - H2(g) + * -> O*,O,3.29671823999999,2.781911366594585,normal
O19Pt8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.4115735799999811,-0.5866776324336058,normal
O19Pt8_H2O(g) - H2(g) + * -> O*,O,2.7541165699999794,2.0521739067427447,normal
O18Pt8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.42760924000000955,-0.5811529272231297,normal
O18Pt8_H2O(g) - H2(g) + * -> O*,O,2.799072190000004,2.012641473805381,normal
O19Re8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.6760553100000095,-1.8164037409572984,normal
O19Re8_H2O(g) - H2(g) + * -> O*,O,0.29466705999999476,-0.6364505376490399,normal
O18Re8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.8600174800000104,-2.0175421864424266,normal
O18Re8_H2O(g) - H2(g) + * -> O*,O,0.11147294999997825,-0.9281015918118953,normal
O19Rh8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.8179115000000081,-0.14358640285999513,normal
O19Rh8_H2O(g) - H2(g) + * -> O*,O,2.758158460000004,2.238732423173211,normal
O18Rh8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.6903577299999881,-0.3703407096012121,normal
O18Rh8_H2O(g) - H2(g) + * -> O*,O,2.961564509999988,1.9720611892846591,normal
O19Ru8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.4742302200000097,-0.6511541103710101,normal
O19Ru8_H2O(g) - H2(g) + * -> O*,O,1.8949301000000105,1.1395042714364365,normal
O18Ru8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.33081790999997907,-0.8637684074460026,normal
O18Ru8_H2O(g) - H2(g) + * -> O*,O,1.662070779999965,0.7466366350443252,normal
O19Tc8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.047270650000001524,-1.0777528210346965,adsorbate_migration
O19Tc8_H2O(g) - H2(g) + * -> O*,O,0.8341073499999823,0.15017450260066312,normal
O18Tc8_H2O(g) - 0.5H2(g) + * -> OH*,OH,-0.127957140000035,-1.3697309519921532,normal
O18Tc8_H2O(g) - H2(g) + * -> O*,O,0.5289699199999802,-0.33058372882567255,normal
O19V8_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.442124409999991,0.08505424970314479,normal
O19V8_H2O(g) - H2(g) + * -> O*,O,3.9347037,2.8792348230889147,normal
O18V8_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.4548601200000064,-0.6958065094830772,normal
