reaction,adsorbate,DFT,MLIP,classification
Ag12_0.5H2(g) + * -> H*_2,H,0.35534747534350686,-0.2232130345278982,normal
Ag12_0.5H2(g) + * -> H*_3,H,0.8448673457469624,0.1880167238076389,normal
Ag12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,1.395891202227176,0.2229343113460196,normal
Ag12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,1.4894360486277947,0.24979104368835792,normal
Ag12_0.5N2(g) + * -> N*,N,3.1123935958876245,2.176997418099173,normal
Ag12_0.5N2(g) + * -> N*_1,N,3.206737232487285,2.23410141490929,normal
Ag12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,3.067950603231111,1.8224531618550799,normal
Ag12_0.5N2(g) + * -> N*_2,N,4.745673237490337,3.8277900455650524,normal
Ag12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.7181514141819889,-0.9163644922317786,adsorbate_migration
Ag12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,0.5630175459781412,-0.9181294390899666,normal
Ag12_H2O(g) - 0.5H2(g) + * -> OH*_2,OH,0.5899550472794317,-0.9132967774635716,normal
Ag12_H2O(g) - H2(g) + * -> O*,O,1.9617996856357536,0.5320208623554841,normal
Ag12_H2O(g) - H2(g) + * -> O*_1,O,2.0506805009388813,0.5759976932071886,normal
Ag12_H2O(g) - 0.5H2(g) + * -> OH*_3,OH,1.3874351285820694,-0.1860584024933729,normal
Ag12_H2O(g) - H2(g) + * -> O*_2,O,3.426808483239995,2.1279984606485733,normal
Ag12_H2S(g) - 0.5H2(g) + * -> SH*,SH,0.0390709212525735,-0.5460051450924865,normal
Ag12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,-0.0825627400471376,-0.6178796082881561,normal
Ag12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,-0.06756368924732215,-0.6303889008649577,normal
Ag12_H2S(g) - H2(g) + * -> S*,S,-0.29317027959035613,-0.2616475224990147,normal
Ag12_H2S(g) - H2(g) + * -> S*_1,S,-0.24250254678912597,-0.26025010709151886,normal
Ag12_H2S(g) - 0.5H2(g) + * -> SH*_3,SH,0.6129727487506216,-0.05057254708624015,normal
Ag12_H2S(g) - H2(g) + * -> S*_2,S,0.7982888036058853,0.6289907380561957,normal
Au12_CH4(g) - H2(g) + * -> CH2*,CH2,2.5714865238724656,-4.097056076692191,energy_anomaly
Au12_CH4(g) - H2(g) + * -> CH2*_1,CH2,3.330149293970919,-4.054256790291976,unphysical_relaxation
Au12_CH4(g) - 0.5H2(g) + * -> CH3*,CH3,1.1846758964130402,-5.239795165823214,energy_anomaly
Au12_CH4(g) - 1.5H2(g) + * -> CH*,CH,3.1784606591300246,-3.1062202817959452,energy_anomaly
Au12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,3.372262584029187,-3.0411771937052947,energy_anomaly
Au12_CH4(g) - 2.0H2(g) + * -> C*,C,4.741423499589473,-1.5723153489734187,unphysical_relaxation
Au12_CH4(g) - 2.0H2(g) + * -> C*_1,C,4.896599953587611,-1.9822929477138018,reproduction_failure
Au12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,5.650378552431022,-3.0994327783956557,unphysical_relaxation
Au12_CH4(g) - 2.0H2(g) + * -> C*_2,C,6.525164134390252,0.9501945234316338,energy_anomaly
Au12_H2O(g) + * -> H2O*,H2O,-0.0829767612796104,-1.88271270683099,normal
Au12_H2O(g) + * -> H2O*_1,H2O,-0.07100266387908505,-1.8660049438538984,normal
Au12_0.5H2(g) + * -> H*,H,0.3959320299409512,-0.433582560627471,normal
Au12_0.5H2(g) + * -> H*_1,H,0.32240319723953803,-0.47724191341664834,normal
Au12_0.5H2(g) + * -> H*_2,H,0.3711066762416806,-0.464665454712204,normal
Au12_0.5H2(g) + * -> H*_3,H,0.5342481744419558,-0.1559211434943535,normal
Au12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,1.4257011372274064,-0.2630838077719879,normal
Au12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,1.6527565977257836,-0.2351017240836697,normal
Au12_0.5N2(g) + * -> N*,N,2.802846961285468,1.4986060406528132,normal
Au12_0.5N2(g) + * -> N*_1,N,3.0296520770843927,1.5818704017924503,normal
Au12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,3.5648610854286744,1.7675900490339167,normal
Au12_0.5N2(g) + * -> N*_2,N,4.699254834386011,3.323245653687188,normal
Au12_H2O(g) - 0.5H2(g) + * -> OH*,OH,1.2733503133794102,-0.7053899385537292,normal
Au12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,1.3747626511802764,-0.6885720376253772,energy_anomaly
Au12_H2O(g) - 0.5H2(g) + * -> OH*_2,OH,1.4154380916778564,-0.6751812214940074,energy_anomaly
Au12_H2O(g) - H2(g) + * -> O*,O,2.4150319511352905,0.4567644783968383,normal
Au12_H2O(g) - H2(g) + * -> O*_1,O,2.6192316179365775,0.5136507639656607,energy_anomaly
Au12_H2O(g) - 0.5H2(g) + * -> OH*_3,OH,2.035280490378568,0.06402968195718728,normal
Au12_H2O(g) - H2(g) + * -> O*_2,O,3.705461217435925,2.1068762907954337,normal
Au12_H2S(g) - 0.5H2(g) + * -> SH*,SH,-0.09348416505497426,-0.7842283518418469,normal
Au12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,0.4475461747471172,-0.3826770350262336,normal
Au12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,0.48313512734705455,-0.3864357385178323,normal
Au12_H2S(g) - H2(g) + * -> S*,S,-0.17403244629525716,-0.3205661096096435,normal
Au12_H2S(g) - H2(g) + * -> S*_1,S,-0.02868610479703193,-0.2791420915424574,normal
Au12_H2S(g) - 0.5H2(g) + * -> SH*_3,SH,1.1557767265450138,0.3436933546010579,normal
Au12_H2S(g) - H2(g) + * -> S*_2,S,1.1284503745046663,0.7913717082355056,normal
Ga12_CH4(g) - 0.5H2(g) + * -> CH3*,CH3,1.053555530314128,-4.110533976320191,energy_anomaly
Ga12_CH4(g) - 1.5H2(g) + * -> CH*,CH,2.607007448028554,-2.0297207027134263,energy_anomaly
Ga12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,2.5797313010316714,-2.0846510666509985,energy_anomaly
Ga12_CH4(g) - 2.0H2(g) + * -> C*,C,4.109268357887231,-0.6476883031890708,adsorbate_migration
Ga12_CH4(g) - 2.0H2(g) + * -> C*_1,C,3.505704489388336,-0.9161581994821546,energy_anomaly
Ga12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,4.760126700135544,0.27138081177379547,energy_anomaly
Ga12_H2O(g) + * -> H2O*,H2O,-0.0873150721837419,-0.9328164789957967,normal
Ga12_H2O(g) + * -> H2O*_1,H2O,-0.0700512178829058,-0.8942627717730218,normal
Ga12_0.5H2(g) + * -> H*,H,0.6488109577412899,0.42690596757639554,normal
Ga12_0.5H2(g) + * -> H*_1,H,0.6513263780443879,0.43949194502345534,normal
Ga12_0.5H2(g) + * -> H*_2,H,0.8234530751442719,0.5165822217328326,normal
Ga12_0.5H2(g) + * -> H*_3,H,0.6803177945485288,0.46305241278802356,normal
Ga12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,0.0723870431238538,0.251451684324941,normal
Ga12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,0.2656439240226973,0.349300678897869,normal
Ga12_0.5N2(g) + * -> N*,N,1.0117555793895008,1.679924349291987,normal
Ga12_0.5N2(g) + * -> N*_1,N,1.029164742480134,1.3409218600479988,adsorbate_migration
Ga12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,1.9551841901256921,2.237839271154705,normal
Ga12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.2459182557767008,-0.4127367792646126,normal
Ga12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,0.36038811217883904,-0.30937949231317674,normal
Ga12_H2O(g) - H2(g) + * -> O*,O,0.1336827261437179,-0.2412537314302199,normal
Ga12_H2O(g) - H2(g) + * -> O*_1,O,0.3580156876449223,-0.10695441178687304,normal
Ga12_H2O(g) - H2(g) + * -> O*_2,O,1.6785577516455419,1.4379212968438324,normal
Ga12_H2S(g) - 0.5H2(g) + * -> SH*,SH,-0.18977096655623882,0.024812572366997188,normal
Ga12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,0.12239762105411955,0.4747821283435698,normal
Ga12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,0.14315596124754393,0.5014675333175092,normal
Ga12_H2S(g) - H2(g) + * -> S*,S,-0.6562656522873453,-0.1287867928241937,normal
Ga12_H2S(g) - H2(g) + * -> S*_1,S,-0.4853759846882326,-0.07587198264072725,normal
Ga12_H2S(g) - 0.5H2(g) + * -> SH*_3,SH,0.6441176742456491,1.2719245792890348,normal
Ga12_H2S(g) - H2(g) + * -> S*_2,S,0.16852649500657435,0.8883373694929304,normal
Hf12_CH4(g) - H2(g) + * -> CH2*,CH2,0.11335010797398581,-4.787342152900521,energy_anomaly
Hf12_CH4(g) - H2(g) + * -> CH2*_1,CH2,-0.04695446732597475,-4.926657759914093,energy_anomaly
Hf12_CH4(g) - H2(g) + * -> CH2*_2,CH2,0.14139851397618486,-4.795867586727752,energy_anomaly
Hf12_CH4(g) - 0.5H2(g) + * -> CH3*,CH3,-0.18301655688256346,-5.450009652402855,energy_anomaly
Hf12_CH4(g) - 0.5H2(g) + * -> CH3*_1,CH3,-0.08891904718248611,-5.402834049095091,energy_anomaly
Hf12_CH4(g) - 0.5H2(g) + * -> CH3*_2,CH3,0.6336014267181724,-4.89198309028734,energy_anomaly
Hf12_CH4(g) - 1.5H2(g) + * -> CH*,CH,0.295928561534339,-4.15246103793752,energy_anomaly
Hf12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,0.4730450100342125,-3.977307075015034,energy_anomaly
Hf12_CH4(g) - 2.0H2(g) + * -> C*,C,1.1179609302898825,-2.670527514917552,energy_anomaly
Hf12_CH4(g) - 2.0H2(g) + * -> C*_1,C,0.9504022081900985,-2.674192310813936,energy_anomaly
Hf12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,2.456120596534703,-2.3880954229698474,energy_anomaly
Hf12_CH4(g) - 2.0H2(g) + * -> C*_2,C,4.407675196192031,0.6039328430952651,energy_anomaly
Hf12_H2O(g) + * -> H2O*,H2O,-0.5012230783778477,-1.3531750014612776,normal
Hf12_H2O(g) + * -> H2O*_1,H2O,-0.5127515892764904,-1.5457324954528815,normal
Hf12_0.5H2(g) + * -> H*,H,-0.7420091310550276,-0.603589428458843,normal
Hf12_0.5H2(g) + * -> H*_1,H,-0.9968748979581221,-0.8771719094017101,normal
Hf12_0.5H2(g) + * -> H*_2,H,-0.9902862056578385,-0.8029854491108033,normal
Hf12_0.5H2(g) + * -> H*_3,H,0.28389446304302624,0.2702610996828838,normal
Hf12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,-3.1629686739697718,-2.628263837765715,normal
Hf12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,-2.8330781284685145,-2.4460441082003115,normal
Hf12_0.5N2(g) + * -> N*,N,-3.0261058895102906,-2.011792270981349,normal
Hf12_0.5N2(g) + * -> N*_1,N,-2.9264835166122793,-1.8149615914589958,normal
Hf12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,-0.8075783618705827,-0.8882719231381202,normal
Hf12_0.5N2(g) + * -> N*_2,N,0.9444161118863121,1.8106117860493782,normal
Hf12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-2.579290068420164,-2.478906047280919,normal
Hf12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,-2.2831012300185876,-2.3611517421130266,normal
Hf12_H2O(g) - H2(g) + * -> O*,O,-3.730901956562036,-3.018073945544007,normal
Hf12_H2O(g) - H2(g) + * -> O*_1,O,-3.3250565473610436,-2.742769092119051,normal
Hf12_H2O(g) - 0.5H2(g) + * -> OH*_2,OH,-1.424037025018265,-1.9997221653898691,normal
Hf12_H2O(g) - H2(g) + * -> O*_2,O,-0.7492420529599144,-0.7435743770552676,normal
Hf12_H2S(g) - 0.5H2(g) + * -> SH*,SH,-1.9713985013503361,-2.0076210869766875,normal
Hf12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,-2.1975841499505577,-2.124165801926182,normal
Hf12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,-2.1244259362491675,-2.1146326512139524,normal
Hf12_H2S(g) - H2(g) + * -> S*,S,-3.4252008346920206,-2.999380679843199,normal
Hf12_H2S(g) - H2(g) + * -> S*_1,S,-3.2391787803935017,-2.896606415876967,normal
Hf12_H2S(g) - 0.5H2(g) + * -> SH*_3,SH,-0.8552452233515169,-0.8725871050344551,normal
Hf12_H2S(g) - H2(g) + * -> S*_2,S,-1.7008076838937427,-1.4239349293821988,normal
La12_CH4(g) - H2(g) + * -> CH2*,CH2,0.736470253871687,11.4622418926444,unphysical_relaxation
La12_CH4(g) - H2(g) + * -> CH2*_1,CH2,0.703405973471547,11.390435732926136,unphysical_relaxation
La12_CH4(g) - H2(g) + * -> CH2*_2,CH2,0.7630881574723958,11.451059624773421,unphysical_relaxation
La12_CH4(g) - 0.5H2(g) + * -> CH3*,CH3,0.31879496771588833,12.17352714995215,unphysical_relaxation
La12_CH4(g) - 0.5H2(g) + * -> CH3*_1,CH3,0.19138324101376725,11.983731976070047,unphysical_relaxation
La12_CH4(g) - 0.5H2(g) + * -> CH3*_2,CH3,0.16131139651415083,12.014644062717693,unphysical_relaxation
La12_CH4(g) - 0.5H2(g) + * -> CH3*_3,CH3,0.8449695245145392,12.777788229688767,unphysical_relaxation
La12_CH4(g) - 1.5H2(g) + * -> CH*,CH,1.4825163298319524,10.443692418604769,unphysical_relaxation
La12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,1.5884901118315895,10.167683473187338,unphysical_relaxation
La12_CH4(g) - 2.0H2(g) + * -> C*,C,2.2095232806905187,9.311236626094939,unphysical_relaxation
La12_CH4(g) - 2.0H2(g) + * -> C*_1,C,1.839902482087382,7.777508504916369,unphysical_relaxation
La12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,3.3455906657309527,12.16887552441166,unphysical_relaxation
La12_CH4(g) - 2.0H2(g) + * -> C*_2,C,4.9724650196885705,10.887845482914628,unphysical_relaxation
La12_H2O(g) + * -> H2O*,H2O,-0.4871479900776876,13.610551755245027,unphysical_relaxation
La12_H2O(g) + * -> H2O*_1,H2O,-0.4726616016797607,13.572535247060586,unphysical_relaxation
La12_0.5H2(g) + * -> H*,H,-0.4177766485581458,3.7010653253500294,unphysical_relaxation
La12_0.5H2(g) + * -> H*_1,H,-0.6716289275600218,3.5203864122494792,unphysical_relaxation
La12_0.5H2(g) + * -> H*_2,H,-0.6875738460575747,3.6277940241705835,unphysical_relaxation
La12_0.5H2(g) + * -> H*_3,H,0.3872347274418928,4.944572123504486,reproduction_failure
La12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,-2.115349715270895,11.062084076753365,unphysical_relaxation
La12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,-1.9620581938734176,11.137396498309684,unphysical_relaxation
La12_0.5N2(g) + * -> N*,N,-1.9775878666132485,9.203458103169567,unphysical_relaxation
La12_0.5N2(g) + * -> N*_1,N,-2.1603438745132735,9.303189729055077,unphysical_relaxation
La12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,-0.24315058587399108,12.588697087807077,unphysical_relaxation
La12_0.5N2(g) + * -> N*_2,N,1.2483536639865633,8.47668978610676,reproduction_failure
La12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-2.164155645222422,10.935426222705615,unphysical_relaxation
La12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,-2.104819317820443,10.98264204570053,unphysical_relaxation
La12_H2O(g) - H2(g) + * -> O*,O,-3.004750531563502,7.852129477810038,unphysical_relaxation
La12_H2O(g) - H2(g) + * -> O*_1,O,-2.9117500488611654,8.743825458645006,unphysical_relaxation
La12_H2O(g) - 0.5H2(g) + * -> OH*_2,OH,-1.2737670556226703,11.294046145571855,unphysical_relaxation
La12_H2O(g) - H2(g) + * -> O*_2,O,-0.6998585613620776,7.952306434869243,reproduction_failure
La12_H2S(g) - 0.5H2(g) + * -> SH*,SH,-1.921047781152879,9.181803918593289,unphysical_relaxation
La12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,-2.026398558554206,9.472575318954569,reproduction_failure
La12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,-2.02747694575271,9.423709103969273,unphysical_relaxation
La12_H2S(g) - H2(g) + * -> S*,S,-3.012568089994545,5.821793821329351,unphysical_relaxation
La12_H2S(g) - H2(g) + * -> S*_1,S,-2.9482886786935865,5.8392624238028645,unphysical_relaxation
La12_H2S(g) - 0.5H2(g) + * -> SH*_3,SH,-1.2042119012538706,10.280565846916204,reproduction_failure
La12_H2S(g) - H2(g) + * -> S*_2,S,-1.593314281995788,5.776131323146984,reproduction_failure
Nb12_CH4(g) - 1.5H2(g) + * -> CH*,CH,0.22540509013381893,-5.1609616993816445,energy_anomaly
Nb12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,0.24069190133198504,-5.027960608247945,energy_anomaly
Nb12_CH4(g) - 2.0H2(g) + * -> C*,C,0.7281541828897389,-3.912962974591167,energy_anomaly
Nb12_CH4(g) - 2.0H2(g) + * -> C*_1,C,0.9106329067917613,-3.724473793193127,energy_anomaly
Nb12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,2.2767447868336887,-3.297322877973258,energy_anomaly
Nb12_CH4(g) - 2.0H2(g) + * -> C*_2,C,4.033442748289417,-0.5266881267866808,energy_anomaly
Nb12_0.5H2(g) + * -> H*,H,-0.8734871907572312,-1.5056049961212175,normal
Nb12_0.5H2(g) + * -> H*_1,H,-0.9435531028566118,-1.5068478719427247,normal
Nb12_0.5H2(g) + * -> H*_2,H,0.12201489284146305,-0.22397427397149272,normal
Nb12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,-2.8021706222689318,-3.6760564289166098,normal
Nb12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,-2.8521784790691527,-3.6300938603722273,normal
Nb12_0.5N2(g) + * -> N*,N,-2.7507774340137985,-3.0160953269109285,normal
Nb12_0.5N2(g) + * -> N*_1,N,-2.62925357061431,-2.8544052254708596,normal
Nb12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,-0.8657670490692908,-1.7839919624124434,normal
Nb12_0.5N2(g) + * -> N*_2,N,0.5942231528879347,0.5352345778376275,normal
Nb12_H2O(g) - 0.5H2(g) + * -> OH*,OH,-2.130750270017529,-3.5241488552471054,normal
Nb12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,-2.1911787262207554,-3.555616098560975,normal
Nb12_H2O(g) - H2(g) + * -> O*,O,-2.9773938388609054,-3.7003078054151217,normal
Nb12_H2O(g) - H2(g) + * -> O*_1,O,-2.9829992478627787,-3.6389062962877077,normal
Nb12_H2O(g) - 0.5H2(g) + * -> OH*_2,OH,-1.273559296717508,-2.594891766071374,normal
Nb12_H2O(g) - H2(g) + * -> O*_2,O,-0.9585950115617266,-1.627154539954546,normal
Nb12_H2S(g) - 0.5H2(g) + * -> SH*,SH,-2.3051666690506636,-3.3776297247876954,normal
Nb12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,-2.3388019803522866,-3.382888960065557,normal
Nb12_H2S(g) - H2(g) + * -> S*,S,-3.3320491926933187,-3.7650133130986774,normal
Nb12_H2S(g) - H2(g) + * -> S*_1,S,-3.389208065094806,-3.7498529457173504,normal
Nb12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,-0.8363418830512046,-1.3958031554673376,normal
Nb12_H2S(g) - H2(g) + * -> S*_2,S,-1.6220350812945412,-1.9006708746350505,normal
Pd12_CH4(g) - H2(g) + * -> CH2*,CH2,1.5560180872735714,-4.412062125761651,energy_anomaly
Pd12_CH4(g) - H2(g) + * -> CH2*_1,CH2,2.426324811577672,-4.4095736144831825,adsorbate_migration
Pd12_CH4(g) - 0.5H2(g) + * -> CH3*_1,CH3,0.736743864417889,-5.212023434348268,energy_anomaly
Pd12_CH4(g) - 1.5H2(g) + * -> CH*,CH,1.756301355630086,-3.699959291452302,energy_anomaly
Pd12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,1.7369033124359987,-3.733286849026733,energy_anomaly
Pd12_CH4(g) - 2.0H2(g) + * -> C*,C,2.5590516016900438,-2.602943062530084,energy_anomaly
Pd12_CH4(g) - 2.0H2(g) + * -> C*_1,C,2.5047326453941423,-2.634457859562314,energy_anomaly
Pd12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,4.158276876632982,-1.6171765779999632,energy_anomaly
Pd12_CH4(g) - 2.0H2(g) + * -> C*_2,C,4.826180565688446,-0.365713470839367,energy_anomaly
Pd12_H2O(g) + * -> H2O*,H2O,-0.1257564580793087,-1.639055027951784,normal
Pd12_H2O(g) + * -> H2O*_1,H2O,-0.17124096647432907,-1.670090528297024,normal
Pd12_H2O(g) + * -> H2O*_2,H2O,-0.12096711847527786,-1.5838727022972563,normal
Pd12_0.5H2(g) + * -> H*,H,-0.1644378484552078,-0.6984640359353698,normal
Pd12_0.5H2(g) + * -> H*_1,H,-0.2897280394563211,-0.7695555250585215,normal
Pd12_0.5H2(g) + * -> H*_2,H,-0.2516141425575995,-0.7624455442560958,normal
Pd12_0.5H2(g) + * -> H*_3,H,0.1325020241429513,-0.38433979038347843,normal
Pd12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,0.27995915282645,-0.6318010618246319,normal
Pd12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,0.37739386652810936,-0.6242912138429233,normal
Pd12_0.5N2(g) + * -> N*,N,1.0575750598891318,0.5085029889643771,normal
Pd12_0.5N2(g) + * -> N*_1,N,1.096350193491162,0.4835001317331944,normal
Pd12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,2.420902535132882,1.1475799696717388,normal
Pd12_0.5N2(g) + * -> N*_2,N,3.185918074888832,2.456562058824712,normal
Pd12_H2O(g) - 0.5H2(g) + * -> OH*,OH,0.6588979455781327,-0.8974904054166508,normal
Pd12_H2O(g) - 0.5H2(g) + * -> OH*_1,OH,0.7836409157833941,-0.8606908264811466,normal
Pd12_H2O(g) - H2(g) + * -> O*,O,1.3591488951422548,0.21573731703769994,normal
Pd12_H2O(g) - H2(g) + * -> O*_1,O,1.4990895592416678,0.2627044878784801,normal
Pd12_H2O(g) - 0.5H2(g) + * -> OH*_2,OH,1.4289848709821626,-0.009645225907561894,normal
Pd12_H2O(g) - H2(g) + * -> O*_2,O,2.6508383206381154,1.6676172750030318,normal
Pd12_H2S(g) - 0.5H2(g) + * -> SH*,SH,-0.9767707193485649,-1.2669526110644256,adsorbate_migration
Pd12_H2S(g) - 0.5H2(g) + * -> SH*_1,SH,-0.6501832277525637,-0.8429311174615499,normal
Pd12_H2S(g) - 0.5H2(g) + * -> SH*_2,SH,-0.6052127423489537,-0.8820378816279124,normal
Pd12_H2S(g) - H2(g) + * -> S*,S,-1.3279303627895729,-0.940006594212818,normal
Pd12_H2S(g) - H2(g) + * -> S*_1,S,-1.2755253191898532,-0.9456094640980552,normal
Pd12_H2S(g) - 0.5H2(g) + * -> SH*_3,SH,0.5077210208520455,0.11923462462411294,normal
Pd12_H2S(g) - H2(g) + * -> S*_2,S,0.1489590610036089,0.23348314289120253,normal
Ta12_CH4(g) - 0.5H2(g) + * -> CH3*,CH3,0.06677319851596053,-5.726347644354689,energy_anomaly
Ta12_CH4(g) - 0.5H2(g) + * -> CH3*_1,CH3,-0.343089291185521,-5.945398718659476,energy_anomaly
Ta12_CH4(g) - 0.5H2(g) + * -> CH3*_2,CH3,0.35151883361331215,-5.430109506125717,energy_anomaly
Ta12_CH4(g) - 1.5H2(g) + * -> CH*,CH,-0.17434837057041364,-4.890428255674209,energy_anomaly
Ta12_CH4(g) - 1.5H2(g) + * -> CH*_1,CH,0.06843595013017989,-4.745046399985711,energy_anomaly
Ta12_CH4(g) - 2.0H2(g) + * -> C*,C,0.4394200390897822,-3.7008214775612487,energy_anomaly
Ta12_CH4(g) - 2.0H2(g) + * -> C*_1,C,0.7522886394881425,-3.4676934127657546,energy_anomaly
Ta12_CH4(g) - 1.5H2(g) + * -> CH*_2,CH,2.1971742104306315,-2.93751466707468,energy_anomaly
Ta12_CH4(g) - 2.0H2(g) + * -> C*_2,C,4.260301334387805,-0.06716322802935792,energy_anomaly
Ta12_H2O(g) + * -> H2O*,H2O,-0.36132350348100317,-1.6166107627417148,normal
Ta12_H2O(g) + * -> H2O*_1,H2O,-0.4817473467793434,-1.8134688486438222,normal
Ta12_0.5H2(g) + * -> H*,H,-0.9517011436609835,-1.1200328885214788,normal
Ta12_0.5H2(g) + * -> H*_1,H,-1.0196725954583314,-1.1282136078839926,normal
Ta12_0.5H2(g) + * -> H*_2,H,0.07394952073903482,-0.004530641521938605,normal
Ta12_0.5H2(g) + 0.5N2(g) + * -> NH*,NH,-3.118500646874054,-3.118053378695265,normal
Ta12_0.5H2(g) + 0.5N2(g) + * -> NH*_1,NH,-2.9605031886721918,-3.0559993357647386,normal
Ta12_0.5N2(g) + * -> N*,N,-3.1250209026165976,-2.6303457427550825,normal
Ta12_0.5N2(g) + * -> N*_1,N,-2.770701881416244,-2.4138306584570444,normal
Ta12_0.5H2(g) + 0.5N2(g) + * -> NH*_2,NH,-1.0025077905747821,-1.4397711324886018,normal
Ta12_0.5N2(g) + * -> N*_2,N,0.7809269882836816,1.0665574323969054,normal
